perfil,dia,fonte,posicao,posicao_mmr,canal,tema,titulo,url
P3,5,NEXT,3,9,Gabriel de Pinho,TECNOLOGIA,Dell XPS 13 vs MacBook Air,https://youtu.be/qRrpSLmNgFo?si=TBLbkcPuIlk4kXeD
P3,5,NEXT,5,10,Gabriel de Pinho,TECNOLOGIA,Mac Mini M4 HUMILHA PC GAMER?,https://youtu.be/7GcaOp4K1mU?si=F4C6oscrq4wcx0_K
P4,1,HOME,1,1,g1,NEUTRO,"JN: pela primeira vez em 400 anos, integrante do alto escalao da familia real britanica e preso",https://youtu.be/FTva7gu87Xo?si=I3yYU5w2GVGG4iCI
P4,1,HOME,2,2,Dra. Yasmin | Dentista,NEUTRO,Um SIMPLES HABITO que melhora 106% a saude da sua boca,https://youtu.be/s3GJVS33daA?si=LeCsOomXbAturuTH
P4,1,HOME,3,3,Jovem Pan News,NEUTRO,Trump ordena divulgacao de arquivos sobre vida alienigena,https://youtu.be/K0Trh8x24ko?si=jYjxJw2YQ0WXM-0R
P4,1,HOME,4,4,Top Hard,NEUTRO,OS 5 CELULARES PEGA DEMENTE DA XIAOMI 2026,https://youtu.be/fAafxzcL0PQ?si=zlEn51m1dfS4auai
P4,1,HOME,5,5,Primata Fitness,NEUTRO,O SEGREDO para perder a PANCINHA explicado por um macaco,https://youtu.be/R0hlRxGl9pg?si=RQTt3JjFmeR-C5US
P4,1,HOME,6,6,O POVO,NEUTRO,Especialistas recomendam desligar o Wi-Fi do celular ao sair de casa por segurança,https://youtu.be/QdQkTZvckqI?si=RV1Yf4jVl5fdmBHI
P4,1,HOME,7,7,Bia Galleti,NEUTRO,Musculacao Sozinha: Voce So Precisa de 4 Exercicios,https://youtu.be/7SEQ3j5TwHg?si=qFvruoaLfdXwPC8e
P4,1,HOME,8,8,TIMES BRASIL,NEUTRO,EUA enviam maior porta-avioes do mundo,https://youtu.be/7ni0VI4w9VM?si=Wz1EBhO0X2ZzqlEi
P4,1,HOME,9,9,The Noite com Danilo Gentili,NEUTRO,"Entrevista com Bruno e Dra. Tatiana, a cientista que fez tetraplegico andar",https://youtu.be/uldpfTxQSto?si=3BmJNJf7x2XQdFdb
P4,1,HOME,10,10,Ver Tech,NEUTRO,Noticias da Samsung: Nova Bixby chegou na One UI,https://youtu.be/442s8RkjiGM?si=ZKopTd8ZxPOwNLQ2
P4,1,NEXT,1,1,Ana Zambrin,NEUTRO,CHEGA DE SUJEIRA,https://youtu.be/sOH7Ub6biBg?si=p-2yJlScuGxjYWeC
P4,1,NEXT,2,2,Escolha Certa,NEUTRO,S25 Ultra HUMILHA o,https://youtu.be/ivL76gC9p-I?si=Wyol4eLt-Wf0ZZH9
P4,1,NEXT,3,3,Essen Recipes,NEUTRO,Sie haben noch nie ,https://youtu.be/cm8JhrALS10?si=SumaZiZI9dp4jTf7
P4,1,NEXT,4,4,Dr. Henrique Monteiro,NEUTRO,Frango BBQ Pra Semana Em Menos de 40 Minutos,https://youtu.be/qhNRIoARye0?si=IXfZvdLxB2gduNPx
P4,1,NEXT,5,5,Claudia Oliveira Receitas,NEUTRO,COMO FAZER ARROZ,https://youtu.be/K8WR30UMH4E?si=qV1myUS0HxHx73Nw
P4,1,NEXT,6,6,Nandu Andrade,NEUTRO,NAO FACA BATATA,https://youtu.be/0Eem9EenicM?si=uQEpnWmEj_5-oUGR
P4,1,NEXT,7,7,Receitas do Kazu,NEUTRO,Frango japones em,https://youtu.be/xtVp6riyDaY?si=G8AVOtWCUz15ooRl
P4,1,NEXT,8,8,Van Oliveira,NEUTRO,CARNE DE PANELA,https://youtu.be/u4LGC2b9nvo?si=S8C6L7GHhOT3IAUr
P4,1,NEXT,9,9,top cozinha,NEUTRO,DEPOIS QUE FIZ FRANGO,https://youtu.be/bNoAfSLIMRw?si=4IljnPcrp0mGQdXv
P4,1,NEXT,10,10,Ana Zambrin,NEUTRO,File de frango facil no,https://youtu.be/flEuQrmJjXs?si=9UyJLpqFxOmdFTzo
P4,2,HOME,1,1,SBT News,NEUTRO,Adolescente e sequestrada e torturada apos gesto em foto no RS,https://youtu.be/pp0dCjClwYA?si=btJqsoAd7eBTLfXj
P4,2,HOME,2,2,BBC News Brasil,NEUTRO,Como os doces brasileiros ficam tao... doces,https://youtu.be/tl-Pu3lFh7Q?si=IcUWpLsAU4h9od-t
P4,2,HOME,3,3,Band Jornalismo,NEUTRO,Entenda como palavras provocam diferentes impactos,https://youtu.be/2G02hH4gL10?si=GFqwQE4uYBTJVJ7W
P4,2,HOME,4,4,Tuk,NEUTRO,baixou! iPhone 16 vale a pena em 2026? 10 MES DE USO! ME ARREPENDI?,https://youtu.be/KUDRzUXCW8Y?si=NQizO0gxnloCLgIn
P4,2,HOME,5,5,Albert Annan,NEUTRO,12 Laptop Mistakes That Are Killing Your Computer,https://youtu.be/cZ2hhXO_zps?si=oa1vv3Q2FgydIyR1
P4,2,HOME,6,6,g1,NEUTRO,JH: 2026 promete ser um ano bom para quem busca vagas no servico publico,https://youtu.be/dy5iryNp-3k?si=R41bRmTekIW7lNns
P4,2,HOME,7,7,Ben Facin,NEUTRO,Como acordar CEDO e ter ENERGIA o DIA TODO (mesmo dormindo pouco),https://youtu.be/aM127MqsErU?si=AIq4m-WB0EwH_Y6V
P4,2,HOME,8,8,Jornal da Record,NEUTRO,Pesquisa associa consumo de refrigerante a doencas graves,https://youtu.be/Cr-mh2gkuQ4?si=FRCweHoM6V1G0Pcp
P4,2,HOME,9,9,Kiny,NEUTRO,Qual esporte emagrece mais? Testei 15 para descobrir,https://youtu.be/KjGAqYkPf98?si=7H2HPRhWgHXmJHFu
P4,2,HOME,10,10,Flow Podcast,NEUTRO,COMER SAUDAVEL SEM GASTAR MUITO,https://youtu.be/qrpaNLKl2RI?si=T8YrBXfiNldn0mzw
P4,2,NEXT,1,1,Nandu Andrade,NEUTRO,COMO FAZER OMELETE FACIL E RAPIDA | Nandu Andrade,https://youtu.be/gY4YpCyxV4Q?si=WlguHJfXvZNEwXas
P4,2,NEXT,2,2,Cozinha da Li Oliveira,NEUTRO,"Como faco o meu Feijao com Caldinho grosso , simples mas muito saboroso",https://youtu.be/WJa8BHQUB4w?si=3BtlTzhsP-fYez0U
P4,2,NEXT,3,3,Receitas da Vo Bita,NEUTRO,"Da proxima vez, experimente esta deliciosa receita de batata e carne picada!",https://youtu.be/t_w2xd4Gn7A?si=pf12ycgjA9-zyGfC
P4,2,NEXT,4,4,Receita facil,NEUTRO,Como Fazer Frango a Passarinho ao Molho – Receita de Dar Agua na Boca,https://youtu.be/k-_Hp5_p-m4?si=5ltM5OyI8RjQsNjr
P4,2,NEXT,5,5,Eu Nao Sou Chef,NEUTRO,Voce Esta Cometendo esses Erros ao Fazer Arroz e Nao Sabe!,https://youtu.be/VrKjFYtbJ38?si=yM5zIBmxnofBWk2v
P4,2,NEXT,6,6,top cozinha,NEUTRO,"A melhor carne moida que ja comi, segredo de um restaurante famoso!",https://youtu.be/HFiQxM1I_bE?si=8ZNluwH7LoS-BzI4
P4,2,NEXT,7,7,Receitas Faceis e Rapidas,NEUTRO,MISTURE SARDINHA COM FLOCAO / VOCE VAI QUERER ESSA RECEITA TODO DIA!,https://youtu.be/CKZVHVQZskA?si=_CB9MyOceOego0w8
P4,2,NEXT,10,8,RECEITAS DO FABRICIO,NEUTRO,PEIXE ASSIM NAO SOBRA NADA | SEXTA-FEIRA SANTA,https://youtu.be/_J8AWh3Qk-w?si=A51wlbU4Ty7bQFDZ
P4,2,NEXT,8,9,Nandu Andrade,NEUTRO,COMO FAZER FEIJAO SIMPLES E FACIL | Nandu Andrade,https://youtu.be/nzWrXTKLWK8?si=rc1WALG7NL7C6kZ9
P4,2,NEXT,9,10,Receitas da Vo Bita,NEUTRO,Quando faco sobremesa de bananas nao sobra nada!,https://youtu.be/x7Gf3n4KrnU?si=N1dFBvpn6WUE7VS-
P4,3,HOME,1,1,SBT News,NEUTRO,"""El Mencho"":Morte de lider de cartel provoca onda de violencia no Mexico ",https://youtu.be/r8AliSvHAzw?si=1zUowDZ-KP9P2Jrl
P4,3,HOME,2,2,BBC News Brasil,NEUTRO,Por que voce deve focar em ganhar musculos - e nao emagrecer,https://youtu.be/9ZNgpnUdq2o?si=TUOkHOBijV1HYWCO
P4,3,HOME,3,3,UOL,NEUTRO,Mulher ganha R$ 60 mil e tem 250 dias de folga por trabalhar ,https://youtu.be/ELWjTPlIds0?si=MnAwqyQZfNciBgCq
P4,3,HOME,4,4,Olhar Digital,NEUTRO,Samsung: e melhor investir em um aparelho mais completo ou mais antigo,https://youtu.be/JdT6XULG0V4?si=wtMVCFaASXhYiTAn
P4,3,HOME,5,5,CNN Brasil,NEUTRO,"Morte de ""El Mencho"": Mexico tenta voltar a normalidade aops violencia e caos",https://youtu.be/OJlK7eQk0zE?si=7MH01yG7DHNJRVH6
P4,3,HOME,7,6,AFP Portugues,NEUTRO,Governo revogs decreto sobre hidrovias na Amazonia apos protestos indigenas,https://youtu.be/uVbW3C66QLg?si=JeQqBZC0vTBq9sKr
P4,3,HOME,8,7,g1,NEUTRO,EUA aumentam pressao sobre o Ira com cacas e porta-avioes,https://youtu.be/TSQFV0YRFxk?si=WjH_rqYoGfpEpy9J
P4,3,HOME,10,8,Nandu Andrade,NEUTRO,PASTEL COM 2 INGREDIENTES AGUA E FARINHA,https://youtu.be/xWmFvEwqu7k?si=LIPrXFaI5dgjeCvb
P4,3,HOME,6,9,SBT News,NEUTRO,Uniao Europeia cancela negociacoes com os EUA apos tarifa global deTrump,https://youtu.be/hcBx-4NiqlA?si=F6Nd0oqHEN6A5zVk
P4,3,HOME,9,10,CNN Brasil,NEUTRO,Lula deve pregar aumento do investimento militar em programa do governo,https://youtu.be/Y9g64AuoOTY?si=UogddKPQ8d4HLUvm
P4,3,NEXT,1,1,Rezept Reich,NEUTRO,Nao frite! Beringela queijo e ovos,https://youtu.be/zmszPRCiDXs?si=bBn7CQCYv-GscP4t
P4,3,NEXT,2,2,Yummy in a Hurry,NEUTRO,No Frying Needed! Just Mix,https://youtu.be/7htAFbefCa8?si=YZ3_J8E8RjbZI1xw
P4,3,NEXT,3,3,Simone Cozinha e Terapia,NEUTRO,QUER FAZER PANQUECA,https://youtu.be/G8HS7qOFRQw?si=IAn8aRyk2pKJAlBa
P4,3,NEXT,4,4,Aquela Receita,NEUTRO,"2 bobrinhas, 2 Tomates e o Jantar esta",https://youtu.be/WzTJHzHwDKE?si=graKw44Gs_EAphX5
P4,3,NEXT,5,5,Van Oliveira,NEUTRO,PAIXE AO MOLHO,https://youtu.be/16w3vi0TdTU?si=0fqOouyR9BgwnJ7u
P4,3,NEXT,6,6,Olha eu na Cozinha,NEUTRO,Batata com Linguica Queijo e Molho Branco,https://youtu.be/tAorYjvFLCk?si=ObpbonQlwFQ-v6jf
P4,3,NEXT,7,7,Fabricio Duarte,NEUTRO,Macarrao Cremoso de panela de Pressao,https://youtu.be/lHi9h1yT6sM?si=8IjQoVUwddXWCr0a
P4,3,NEXT,8,8,Tuk,NEUTRO,baixou! iPhone 16 vale a pena em 2026?,https://youtu.be/KUDRzUXCW8Y?si=f30rVZizWBqcWB0x
P4,3,NEXT,9,9,Receitas Low Carb para Diabeticos,NEUTRO,CAFE DA MANHA LOW CARB,https://youtu.be/igrjfAb7hl8?si=IN9U-4ezSNCB3xh-
P4,3,NEXT,10,10,Tuk,NEUTRO,IOS 26 - 13 Configuracoes,https://youtu.be/ttBMLVDUfZ4?si=7WYJpbEJv83DnT2n
P4,4,HOME,1,1,Jornalismo TV Cultura,NEUTRO,"Investimentos em ferrovias devem somar 140 bilhoes de reais, preve governo",https://youtu.be/fpD7as-_PT4?si=Y3vG7_oET6aPU4Rz
P4,4,HOME,2,2,Receitas de Pai,NEUTRO,BOLINHO DE CHUVA PERFEITO E REDONDINHO ,https://youtu.be/GTNsoF4NOZM?si=O5Oa6fU1eI-01pra
P4,4,HOME,3,3,UOL,NEUTRO,PGR da aval ao STF a acao que fere de morte empregos com ferias e 13º salario,https://youtu.be/Sds0rwAacTU?si=oWO09xeshmb55KuQ
P4,4,HOME,5,4,Metropoles,NEUTRO,Flavio Bolsonaro e Castro definem candidatos a governo e Senado no RJ,https://youtu.be/uCvFnI2HaBs?si=qwcXvt3h7o14FsWW
P4,4,HOME,6,5,Os Socios Podcast,NEUTRO,MUSCULACAO VS CORRIDA? QUAL E MELHOR?,https://youtu.be/HJ0w285tCnE?si=ONvX3o1cl5AxY_6q
P4,4,HOME,7,6,Record News,NEUTRO,Novo sistema do Banco Central permite portabilidade de credito rapida e digital pelo celular,https://youtu.be/dHBxNjtMSJQ?si=zenjbQTl2wc8yaMA
P4,4,HOME,8,7,Clovis de Barros,NEUTRO,"Se MEXE C#R#LH0, Va Atras Dos Seus Sonhos ",https://youtu.be/qy9Fwsg-L1g?si=ey_mFmq60rYl7Lo9
P4,4,HOME,9,8,Drauzio Varella,NEUTRO,E isso que acontece no seu organismo quando voce come muito tarde,https://youtu.be/MdeE4Q4YXuI?si=4K-rtw8CU2WPSyQi
P4,4,HOME,10,9,Band Jornalismo,NEUTRO,Brasil corre risco de apagao logistico por falta de caminhoneiros | Jornal da Band,https://youtu.be/afF4FMi5MHQ?si=XaJKOUtqpbda6DPE
P4,4,HOME,4,10,UOL,NEUTRO,Mulher abraca poste durante enxurrada em Juiz de Fora (MG),https://youtu.be/WUk3b0WiUP8?si=pe1_e5LKkek43-zv
P4,4,NEXT,1,1,RECEITAS DO FABRICIO,NEUTRO,O SEGREDO DA TAPIOCA MOLINHA E MOLHADINHA ,https://youtu.be/W59zv6UOI2M?si=lONAj-3cIe2jHAlr
P4,4,NEXT,2,2,Beatriz Receitas,NEUTRO,Como Fazer uma Sobremesa de Goiabada!,https://youtu.be/9qJmKLPxlZs?si=fnAUp4VxC81Jc2ES
P4,4,NEXT,3,3,Culinaria Rondonopolis,NEUTRO,BOLO DE MILHO VERDE DA ROCA,https://youtu.be/BfPkEN901ss?si=sP_RBEgTF7lTdBIN
P4,4,NEXT,4,4,Cozinha Art,NEUTRO,BOLINHOS DE CARNE,https://youtu.be/TibSeUaqNFY?si=WE-vae6ZjOWaDQhc
P4,4,NEXT,5,5,Socorro Martins,NEUTRO,Quibebe de abobora com creme de leite,https://youtu.be/wXVSPQs3b-k?si=zN368S0OtQZBvaX-
P4,4,NEXT,6,6,Receitas da Nessa,NEUTRO,Bomba de Presunto e Queijo que Esta Bombando na Internet!,https://youtu.be/1BGu9cNhiYQ?si=0ImqOzyLI5gzu0_-
P4,4,NEXT,7,7,Receitas Faceis do Dia a Dia e Receitas Agora,NEUTRO,MELHOR QUE LASANHA. SURPREENDA A TODOS NO ALMOÇO DE DOMINGO.,https://youtu.be/SbzeYPrxf_0?si=xpSZbiBaTBsdtuQ3
P4,4,NEXT,8,8,Aquela Receita,NEUTRO,Como Fazer uma Sobremesa de Goiabada!,https://youtu.be/uo1Fd_omNgc?si=YzjHlhvvFAuz6Qmu
P4,4,NEXT,9,9,Hausgemachte Rezepte Fix,NEUTRO,Esta deliciosa receita aprendi em um restaurante caro! ,https://youtu.be/HLHRKGAJQ_0?si=dPZcsujBYyCWBu4I
P4,4,NEXT,10,10,Tv Churrasco,NEUTRO,Como Fazer Coracao de Frango na Frigideira - Tv Churrasco,https://youtu.be/vr1LyQMQ2QU?si=mtRX7HdQ8NO1-H-R
P4,5,HOME,1,1,Drauzio Varella,NEUTRO,A importancia de ter hobbies e fazer trabalhos manuais,https://youtu.be/8P-zRYfbmYQ?si=axYr17yowrLjuorD
P4,5,HOME,1,2,SBT News,NEUTRO,Flavio Bolsonaro anuncia PEC para acabar com reeleicao presidencial,https://youtu.be/DOVEYrqQ7Ys?si=pR1BTvFb9owSbOHQ
P4,5,HOME,2,3,Tuk,NEUTRO,"NFC, 120Hz, POTENTE, 5G, 990 reais!",https://youtu.be/90sRRqxV_kI?si=BCqWIBTBzR2pJCSs
P4,5,HOME,2,4,Jornalismo TV Cultura,NEUTRO,Jovens buscam atividades analogicas para driblar vida “on-line”,https://youtu.be/cvgBGyOKiEE?si=1IEGvhibgAu90RZ8
P4,5,HOME,3,5,top cozinha,NEUTRO,DEPOIS QUE FIZ FRANGO DESSA FORMA NUNCA MAIS PAREI DE FAZER!!!,https://youtu.be/bNoAfSLIMRw?si=XSxnK-FhIa4iMK6y
P4,5,HOME,3,6,Amer Nour,NEUTRO,NUOVI SAMSUNG GALAXY S26 ULTRA,https://youtu.be/ligqScZijh0?si=EXuZ5zZATr-J8Cek
P4,5,HOME,4,7,Fala Brasil,NEUTRO,Rabdomiolise: entenda a doenca da urina preta provocada por excesso de exercicios físicos,https://youtu.be/Uel-uE-olso?si=lAcpU_wcqPQnnQpU
P4,5,HOME,5,8,Leicht & lecker,NEUTRO,É tao delicioso que voce vai querer fazer todos os dias!,https://youtu.be/sB2CumMPBCw?si=y2PwUER90imECTJb
P4,5,HOME,5,9,Domingo Espetacular,NEUTRO,Excesso de telas afeta cerebro infantil e amplia vicios digitais no Brasil,https://youtu.be/zWHqX27R-PI?si=PwsW7DCSMbPEx9Z8
P4,5,HOME,6,10,g1,NEUTRO,JN: STF condena irmaos Brazao a 76 anos de prisao pelo assassinato de Marielle e Anderson,https://youtu.be/DPk4FE5xYwc?si=tS-H8oxkzMCaCpY2
P4,5,HOME,6,11,Hora de Review,NEUTRO,Notebook BOM e BARATO para ESTUDAR (Asus Vivobook Go 15 vs Lenovo Ideapad 1),https://youtu.be/u70y48OrhNA?si=MGN5nhC6Ar3Ze6vg
P4,5,HOME,7,12,CNN Brasil,NEUTRO,Chuvas em MG: Familias buscam reconstruir vidas em cidades atingidas por temporais,https://youtu.be/IjusB2mb4cU?si=0207MwQV44wca515
P4,5,HOME,7,13,Jornal da Record,NEUTRO,Fim da Escala 6x1,https://youtu.be/fbVtBthgiO8?si=Q4RDgW6Nntp-Y2o5
P4,5,HOME,8,14,Dr. Giorelli,NEUTRO,BCAA - bom ou ruim?,https://youtu.be/2W47socxdtQ?si=ncy3DrSZ_hIpUk2p
P4,5,HOME,9,15,Seu Personal Gabriel,NEUTRO,"QUAL AEROBICO QUE EMAGRECE MAIS? ESTEIRA, BICICLETA OU TRANSPORT?",https://youtu.be/WVYK6cTArRA?si=fmmVOaW56I9Wpo8L
P4,5,HOME,10,16,Claudia Oliveira Receitas,NEUTRO,A MELHOR CARNE DE PANELA COM LEGUMES,https://youtu.be/4mM3udEBl-8?si=FnTvcL4YqA3OMrQH
P4,5,HOME,10,17,CNN Brasil Money,NEUTRO,Por Lucinda Pinto: Mercado de credito da sinais de preocupacao |,https://youtu.be/eFIERierPw4?si=u6DD5TIfSqxFkhF1
P4,5,HOME,4,18,Drauzio Varella,NEUTRO,Como o cancer de mama e formado?,https://youtu.be/Vu0b1p4FDXM?si=OQsYD0xbospkDxT_
P4,5,HOME,8,19,SBT News,NEUTRO,Cuba afirma ter matado 4 ocupantes de lancha com registro dos EUA,https://youtu.be/K59n_JwZq_k?si=nLtpKkQPZWw9d540
P4,5,HOME,9,20,Tuk,NEUTRO,ATUALIZOU! iOS 26.3 ERA O QUE MEU ANDROID QUERIA e BATERIA!,https://youtu.be/xzMglTB8nfI?si=1UGQlzzGYTwUuXT3
